id,user_type,accrual_account,activation_date,code,default_destination_id,inactivation_date,type,name,note,parent_id,is_not_hq_correctible,reconcile,type_for_register
account_7300,Income,FALSE,01-Jan-12,7300,,,Regular,Differences of inventory (gain),,73,,FALSE,None
account_8,View,FALSE,01-Jan-12,8,,,View,Off balance sheet suspense accounts ,,MSF,,FALSE,None
account_80,View,FALSE,01-Jan-12,80,,,View,Inventories variation,,8,,FALSE,None
account_8000,Stock,FALSE,01-Jan-12,8000,,,Regular,Variation of medical stock inventory,,80,,FALSE,None
account_8010,Stock,FALSE,01-Jan-12,8010,,,Regular,Variation on non medical stock inventory,,80,,FALSE,None
account_81,View,FALSE,01-Jan-12,81,,,View,Contribution in kind  (Assets),,8,,FALSE,None
account_8100,Payables,FALSE,01-Jan-12,8100,,,Payable,Medical goods received in kind,,81,,FALSE,Donation
account_8110,Payables,FALSE,01-Jan-12,8110,,,Payable,Non medical goods received in kind,,81,,FALSE,Donation
account_9,View,FALSE,01-Jan-12,9,,,View,Off balance sheet items,,MSF,,FALSE,None
account_90,View,FALSE,01-Jan-12,90,,,View,Inventories,,9,,FALSE,None
account_900,View,FALSE,01-Jan-12,900,,,View,Medical inventory,,90,,FALSE,None
account_9000,Stock,FALSE,01-Jan-12,9000,,,Regular,Medical inventory,,900,,FALSE,None
account_901,View,FALSE,01-Jan-12,901,,,View,Non medical inventory,,90,,FALSE,None
account_9010,Stock,FALSE,01-Jan-12,9010,,,Regular,Non medical inventory,,901,,FALSE,None
account_902,View,FALSE,01-Jan-12,902,,,View,Stock transfers,,90,,FALSE,None
account_9020,Stock,FALSE,01-Jan-12,9020,,,Regular,Stock in transit ,,902,,FALSE,None
account_91,View,FALSE,01-Jan-12,91,,,View,In-Kind donations,,9,,FALSE,None
account_910,View,FALSE,01-Jan-12,910,,,View,In-kind Donations of Medical items,,91,,FALSE,None
account_9100,Extra-accounting expenses,FALSE,01-Jan-12,9100,Operations,,Regular,In-kind Donations of medical items,,910,,FALSE,Donation
account_920,View,FALSE,01-Jan-12,920,,,View,In-kind Donations of non Medical items,,91,,FALSE,None
account_9200,Extra-accounting expenses,FALSE,01-Jan-12,9200,Operations,,Regular,In-kind Donations of non therapeutic food,,920,,FALSE,Donation
account_9201,Extra-accounting expenses,FALSE,01-Jan-12,9201,Operations,,Regular,In-kind Donations of relief material,,920,,FALSE,Donation
account_9202,Extra-accounting expenses,FALSE,01-Jan-12,9202,Operations,,Regular,In-kind Donations of logistics material,,920,,FALSE,Donation
