id,sequence,level,name,type,parent_id,msfid
nom_637,0,3,CORS - Corkscrew,Mandatory,PCOO - Cooking,LOG-P-PCOO-CORS
nom_638,0,3,COTR - Cotrimoxazole,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-COTR
nom_639,0,3,COTR - Cotrimoxazole,Mandatory,DORA - Oral Drugs,MED-D-DORA-COTR
nom_640,0,3,COTW - Cotton Roll,Mandatory,SDRE - Dressings,MED-S-SDRE-COTW
nom_641,0,3,COUA - Adapter coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUA
nom_642,0,3,COUB - Bend coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUB
nom_643,0,3,"COUB - Counselling, Book",Mandatory,L007 - Std - Aids,LIB-L-L007-COUB
nom_644,0,3,"COUB - Counselling, book",Mandatory,L027 - Mental Health,LIB-L-L027-COUB
nom_645,0,3,COUC - Band clip,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUC
nom_646,0,3,COUE - Elbow coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUE
nom_647,0,3,COUF - Flange coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUF
nom_648,0,3,"COUG - Counselling, Guide",Mandatory,L007 - Std - Aids,LIB-L-L007-COUG
nom_649,0,3,"COUG - Counselling, Guide",Mandatory,L027 - Mental Health,LIB-L-L027-COUG
nom_650,0,3,COUH - Symmetrical half coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUH
nom_651,0,3,COUI - Spherical coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUI
nom_652,0,3,COUM - Coupler,Mandatory,PTOO - Tools,LOG-P-PTOO-COUM
nom_653,0,3,COUN - Counter,Mandatory,ALIF - Team Life,LOG-A-ALIF-COUN
nom_654,0,3,COUN - Counter,Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-COUN
nom_655,0,3,COUN - Hour counter,Mandatory,PELE - Electricity,LOG-P-PELE-COUN
nom_656,0,3,COUN - Hour counter,Mandatory,TVEC - Vehicles Consumables,LOG-T-TVEC-COUN
nom_657,0,3,COUN - Nipple coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUN
nom_658,0,3,COUP - Plug / cap,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUP
nom_659,0,3,COUR - Reducer coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUR
nom_660,0,3,COUS - Couscous,Mandatory,AFOO - Food For Msf Staff,LOG-A-AFOO-COUS
nom_661,0,3,COUS - Socket coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUS
nom_662,0,3,COUT - T-coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUT
nom_663,0,3,COUU - Union coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUU
nom_664,0,3,COUV - Non-return valve,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUV
nom_665,0,3,COUY - Y-coupling,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-COUY
nom_666,0,3,COVG - Cover glass,Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-COVG
nom_667,0,3,CPCL - CETYLPIRIDINIUM CHLORIDE (CPC),Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-CPCL
nom_668,0,3,CRAB - Cranioclast Of Braun,Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-CRAB
nom_669,0,3,CRAB - Crowbar,Mandatory,PTOO - Tools,LOG-P-PTOO-CRAB
nom_670,0,3,CREB - Cresyl Blue Shining,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-CREB
nom_671,0,3,CRES - Sun cream,Mandatory,ALIF - Team Life,LOG-A-ALIF-CRES
nom_672,0,3,CRRE - CR Reader,Mandatory,EDIM - Diagnostic Imaging equipment,MED-E-EDIM-CRRE
nom_673,0,3,CRYP - Cryptococcus test,Mandatory,DDGT - Diagnostic tests,MED-D-DDGT-CRYP
nom_674,0,3,"CUBV - Curette, Volkman",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-CUBV
nom_675,0,3,CUEV - Curette for Evisceration,Mandatory,ESUO - Ophtalmic Surgical Instruments,MED-E-ESUO-CUEV
nom_676,0,3,CUFF - Cuff,Mandatory,EMEQ - Medical Equipment,MED-E-EMEQ-CUFF
nom_677,0,3,CUPB - Cupboard,Mandatory,AFUR - Furnitures,LOG-A-AFUR-CUPB
nom_678,0,3,CUPP - Cup,Mandatory,PCOO - Cooking,LOG-P-PCOO-CUPP
nom_679,0,3,CURG - Curette of Gracey,Mandatory,ESUD - Dental Surgical Instruments,MED-E-ESUD-CURG
nom_680,0,3,CURH - Curette of Hemingway,Mandatory,ESUD - Dental Surgical Instruments,MED-E-ESUD-CURH
nom_681,0,3,"CUSG - CUSHION, gel",Mandatory,EHOE - Hospital Equipment,MED-E-EHOE-CUSG
nom_682,0,3,CUTT - Cutter,Mandatory,PTOO - Tools,LOG-P-PTOO-CUTT
nom_683,0,3,CWAT - CHECKLIST for watsan kits,Mandatory,LEAF - Leaflets,LIB-L-LEAF-CWAT
nom_684,0,3,CYCL - Cycloserine,Mandatory,DORA - Oral Drugs,MED-D-DORA-CYCL
nom_685,0,3,CYFC - Cyflow counter,Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-CYFC
nom_686,0,3,CYFC - Cyflow counter,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-CYFC
nom_687,0,3,"CYLG - Cylinder, measuring, glass",Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-CYLG
nom_688,0,3,"CYLM - Measuring cylinder, plastic",Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-CYLM
nom_689,0,3,DAPS - Dapsone,Mandatory,DORA - Oral Drugs,MED-D-DORA-DAPS
nom_690,0,3,DARU - Darunavir,Mandatory,DORA - Oral Drugs,MED-D-DORA-DARU
nom_691,0,3,DATR - Temperature data recorder,Mandatory,PCOL - Cold Chain,LOG-P-PCOL-DATR
nom_692,0,3,DATT - Direct agglutination test,Mandatory,DDGT - Diagnostic tests,MED-D-DDGT-DATT
nom_693,0,3,DBOT - Drainage bottle,Mandatory,EMEQ - Medical Equipment,MED-E-EMEQ-DBOT
nom_694,0,3,DCDR - CD-R,Mandatory,ADAP - Data Processing,LOG-A-ADAP-DCDR
nom_695,0,3,DCDW - CD-RW,Mandatory,ADAP - Data Processing,LOG-A-ADAP-DCDW
nom_696,0,3,DDMY - Digestion / decontamination kit,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-DDMY
nom_697,0,3,DEAB - Death guide,Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB-L-L020-DEAB
nom_698,0,3,DEET - D.E.E.T.,Mandatory,DEXT - Drugs External Use,MED-D-DEXT-DEET
nom_699,0,3,DEFI - Defibrillator,Mandatory,EHOE - Hospital Equipment,MED-E-EHOE-DEFI
nom_700,0,3,DELI - Delivery,Mandatory,ETMA - Training Mannequins,MED-E-ETMA-DELI
nom_701,0,3,DELI - Delivery,Mandatory,ETPO - Training Posters,MED-E-ETPO-DELI
nom_702,0,3,"DENB - Dengue, Book",Mandatory,L003 - Viral Infectious Diseases,LIB-L-L003-DENB
nom_703,0,3,DENG - Dengue rapid test,Mandatory,DDGT - Diagnostic tests,MED-D-DDGT-DENG
nom_704,0,3,"DENG - Dengue, Guide",Mandatory,L003 - Viral Infectious Diseases,LIB-L-L003-DENG
nom_705,0,3,DEPT - Tongue Depressor,Mandatory,SMSU - Small Medical Supplies,MED-S-SMSU-DEPT
nom_706,0,3,"DERB - Dermatology, Book",Mandatory,L011 - Ophthalmology - Dermatology,LIB-L-L011-DERB
nom_707,0,3,"DERE - Dermatome, electric",Mandatory,EHOE - Hospital Equipment,MED-E-EHOE-DERE
nom_708,0,3,DERH - Dermatome of Humby,Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-DERH
nom_709,0,3,DERW - Dermatome of Watson,Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-DERW
nom_710,0,3,DESK - Desk,Mandatory,AFUR - Furnitures,LOG-A-AFUR-DESK
nom_711,0,3,DESO - Desogestrel,Mandatory,DORA - Oral Drugs,MED-D-DORA-DESO
nom_712,0,3,DESS - Dessicant,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-DESS
nom_713,0,3,DETA - Detergent with ammoniac,Mandatory,PHYG - Hygiene,LOG-P-PHYG-DETA
nom_714,0,3,"DETB - Dentistry, book",Mandatory,L008 - Surgery-Anaesthesia-Dentistry-Physiotherapy-Transf,LIB-L-L008-DETB
nom_715,0,3,DETD - Detergent powder,Mandatory,PHYG - Hygiene,LOG-P-PHYG-DETD
nom_716,0,3,"DEVB - Development, Book",Mandatory,L073 - Humanitarian Assistance - Interventions,LIB-L-L073-DEVB
nom_717,0,3,DEVE - Developer X-Ray,Mandatory,SDIM - Diagnostic imaging supplies,MED-S-SDIM-DEVE
nom_718,0,3,DEXA - Dexamethazone,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-DEXA
nom_719,0,3,DEXN - Dexamethasone + neomycine,Mandatory,DEXO - Ophtalmic Drugs For External Use,MED-D-DEXO-DEXN
nom_720,0,3,DEXT - Dextrose,Mandatory,DINF - Infusions,MED-D-DINF-DEXT
nom_721,0,3,DHAP - Dihydroartemisinin / piperaquine,Mandatory,DORA - Oral Drugs,MED-D-DORA-DHAP
nom_722,0,3,"DIAB - Diarrhoea, Book",Mandatory,L002 - Internal Medicine,LIB-L-L002-DIAB
nom_723,0,3,"DIAB - Diarrhoea, Book",Mandatory,L010 - Paediatrics,LIB-L-L010-DIAB
nom_724,0,3,DIAG - Checklist laboratory diagnosis,Mandatory,ILAB - Laboratory checklists,MED-I-ILAB-DIAG
nom_725,0,3,DIAZ - Diazepam,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-DIAZ
nom_726,0,3,DIAZ - Diazepam,Mandatory,DORA - Oral Drugs,MED-D-DORA-DIAZ
nom_727,0,3,"DICB - Dictionary, Book",Mandatory,L077 - Languages,LIB-L-L077-DICB
nom_728,0,3,"DICB - Dictionnary, Medical terms, Book",Mandatory,L001 - Medicine General Information,LIB-L-L001-DICB
nom_729,0,3,"DICG - Dictionary, Guide",Mandatory,L077 - Languages,LIB-L-L077-DICG
nom_730,0,3,DICL - Diclofenac,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-DICL
nom_731,0,3,DIDA - Didanosine,Mandatory,DORA - Oral Drugs,MED-D-DORA-DIDA
nom_732,0,3,DIES - Diesel,Mandatory,TVEC - Vehicles Consumables,LOG-T-TVEC-DIES
nom_733,0,3,DIET - Diethylcarbamazine,Mandatory,DORA - Oral Drugs,MED-D-DORA-DIET
nom_734,0,3,DIGB - Digging bar,Mandatory,PTOO - Tools,LOG-P-PTOO-DIGB
nom_735,0,3,DIGO - Digoxine,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-DIGO
nom_736,0,3,DIGO - Digoxine,Mandatory,DORA - Oral Drugs,MED-D-DORA-DIGO
nom_737,0,3,"DILL - Dilatator, Laborde, Tracheal",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-DILL
nom_738,0,3,DIMD - Diagnostic Imaging Digital Media,Mandatory,L012 - Radiology - Medical Imaging,LIB-L-L012-DIMD
nom_739,0,3,DINO - Dinoprostone,Mandatory,DEXT - Drugs External Use,MED-D-DEXT-DINO
nom_740,0,3,"DIPG - Diphteria, Guide",Mandatory,L004 - Bacterial Infectious Diseases,LIB-L-L004-DIPG
nom_741,0,3,DIPM - Dipmeter,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-DIPM
nom_742,0,3,DIRE - Director,Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-DIRE
nom_743,0,3,DIRE - Directory,Mandatory,ASTA - Stationery,LOG-A-ASTA-DIRE
nom_744,0,3,"DISO - Dissector, Olivercrona",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-DISO
nom_745,0,3,DIST - Distiller,Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-DIST
nom_746,0,3,"DIUH - Dilator, Uterine, Hegar",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-DIUH
nom_747,0,3,DIVI - Divider,Mandatory,ASTA - Stationery,LOG-A-ASTA-DIVI
nom_748,0,3,DIVR - Diving rod,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-DIVR
nom_749,0,3,DMAT - Door mat,Mandatory,PHYG - Hygiene,LOG-P-PHYG-DMAT
nom_750,0,3,DMSO - Dimethyl sulfoxide,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-DMSO
nom_751,0,3,DOLL - Doll,Mandatory,EPSY - Equipment for psychological support,MED-E-EPSY-DOLL
nom_752,0,3,DOOF - Door frame,Mandatory,CBUI - Building,LOG-C-CBUI-DOOF
nom_753,0,3,DOOR - Door,Mandatory,CBUI - Building,LOG-C-CBUI-DOOR
nom_754,0,3,DOPA - Dopamine,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-DOPA
nom_755,0,3,DOSP - Dosing pump,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-DOSP
nom_756,0,3,DOXY - Doxycycline,Mandatory,DORA - Oral Drugs,MED-D-DORA-DOXY
nom_757,0,3,DRAD - Drain Of Delbet,Mandatory,"SCTD - Catheters, Tubes And Drains",MED-S-SCTD-DRAD
nom_758,0,3,DRAK - Drain plug spanner,Mandatory,PTOO - Tools,LOG-P-PTOO-DRAK
nom_759,0,3,DRAP - Drain Of Penrose,Mandatory,"SCTD - Catheters, Tubes And Drains",MED-S-SCTD-DRAP
nom_760,0,3,DRAS - Champ chirurgical,Mandatory,ELIN - Linen And Protective Clothing,MED-E-ELIN-DRAS
nom_761,0,3,DRAT - Thoracic Drainage,Mandatory,"SCTD - Catheters, Tubes And Drains",MED-S-SCTD-DRAT
nom_762,0,3,DRAW - DRAWSHEET,Mandatory,ELIN - Linen And Protective Clothing,MED-E-ELIN-DRAW
nom_763,0,3,DRIB - Drill bit,Mandatory,PTOO - Tools,LOG-P-PTOO-DRIB
nom_764,0,3,"DRIH - Drill, Hudson",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-DRIH
nom_765,0,3,DRIL - Drill,Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-DRIL
nom_766,0,3,DRIL - Drill,Mandatory,PTOO - Tools,LOG-P-PTOO-DRIL
nom_767,0,3,DRIV - CORDLESS DRIVER,Mandatory,STRY - Stryker,MED-S-STRY-DRIV
nom_768,0,3,DRSS - Surgical drape single use,Mandatory,ELIN - Linen And Protective Clothing,MED-E-ELIN-DRSS
nom_769,0,3,DRTT - Drain + Thoracic Trocard,Mandatory,"SCTD - Catheters, Tubes And Drains",MED-S-SCTD-DRTT
nom_770,0,3,"DRTV - Drain + Thoracic Trocard, Valve",Mandatory,"SCTD - Catheters, Tubes And Drains",MED-S-SCTD-DRTV
nom_771,0,3,"DRUB - Drugs for AIDS and STD, Book",Mandatory,L007 - Std - Aids,LIB-L-L007-DRUB
nom_772,0,3,"DRUB - Drugs, Book",Mandatory,L014 - Pharmacology,LIB-L-L014-DRUB
nom_773,0,3,"DRUB - Drugs, Book",Mandatory,L026 - Drugs Management,LIB-L-L026-DRUB
nom_774,0,3,"DRUD - Drugs, DVD",Mandatory,L014 - Pharmacology,LIB-L-L014-DRUD
nom_775,0,3,"DRUG - Drugs, Guide",Mandatory,L007 - Std - Aids,LIB-L-L007-DRUG
nom_776,0,3,"DRUG - Drugs, Guide",Mandatory,L014 - Pharmacology,LIB-L-L014-DRUG
nom_777,0,3,"DRUG - Drugs, Guide",Mandatory,L026 - Drugs Management,LIB-L-L026-DRUG
nom_778,0,3,DRYE - Tumble-dryer,Mandatory,PHYG - Hygiene,LOG-P-PHYG-DRYE
nom_779,0,3,DRYM - Dehydrated meal,Mandatory,AFOO - Food For Msf Staff,LOG-A-AFOO-DRYM
nom_780,0,3,DUCK - Duck,Mandatory,AFOO - Food For Msf Staff,LOG-A-AFOO-DUCK
nom_781,0,3,DUPL - Duplicator,Mandatory,AOFF - Office Equipment,LOG-A-AOFF-DUPL
nom_782,0,3,DUST - Duster,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-DUST
nom_783,0,3,"DVDR - DVD, recordable",Mandatory,ADAP - Data Processing,LOG-A-ADAP-DVDR
nom_784,0,3,DYNA - Dynabeads agitator,Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-DYNA
nom_785,0,3,DYNB - Dynabeads,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-DYNB
nom_786,0,3,DYNM - Dynabeads magnet,Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-DYNM
nom_787,0,3,ECGR - E.C.G.,Mandatory,EHOE - Hospital Equipment,MED-E-EHOE-ECGR
nom_788,0,3,ECOG - Ecology Guide,Mandatory,L040 - Logistics,LIB-L-L040-ECOG
nom_789,0,3,EFAV - Efavirenz,Mandatory,DORA - Oral Drugs,MED-D-DORA-EFAV
nom_790,0,3,EFLO - Eflornithine,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-EFLO
nom_791,0,3,EFPU - Enteral feeding pump,Mandatory,EHOE - Hospital Equipment,MED-E-EHOE-EFPU
nom_792,0,3,ELEV - Elevator,Mandatory,ESUD - Dental Surgical Instruments,MED-E-ESUD-ELEV
nom_793,0,3,ELSU - Electro Surgical Unit,Mandatory,EHOE - Hospital Equipment,MED-E-EHOE-ELSU
nom_794,0,3,"EMEB - Emergency, Book",Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB-L-L020-EMEB
nom_795,0,3,EMED - Emergencies CDRom,Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB-L-L020-EMED
nom_796,0,3,"EMEG - Emergency, Guide",Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB-L-L020-EMEG
nom_797,0,3,"EMER - KIT, EMERGENCY LIBRARY",Mandatory,"KLIB - KIT, LIBRARY",LIB-K-KLIB-EMER
nom_798,0,3,ENAL - Enalapril,Mandatory,DORA - Oral Drugs,MED-D-DORA-ENAL
nom_799,0,3,ENEB - Energy book,Mandatory,L048 - Energy,LIB-L-L048-ENEB
nom_800,0,3,ENEG - Energy guide,Mandatory,L048 - Energy,LIB-L-L048-ENEG
nom_801,0,3,"ENGB - Engineering, Book",Mandatory,L018 - Water & Sanitation,LIB-L-L018-ENGB
nom_802,0,3,"ENGB - Engineering, Book",Mandatory,L040 - Logistics,LIB-L-L040-ENGB
nom_803,0,3,ENGD - Diesel engine,Mandatory,TBOA - Boats,LOG-T-TBOA-ENGD
nom_804,0,3,ENGI - Outboard engine,Mandatory,TBOA - Boats,LOG-T-TBOA-ENGI
nom_805,0,3,ENVE - Envelope,Mandatory,ASTA - Stationery,LOG-A-ASTA-ENVE
nom_806,0,3,EPHE - Ephedrine,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-EPHE
nom_807,0,3,"EPIB - EPI, Book",Mandatory,L044 - Data Processing,LIB-L-L044-EPIB
nom_808,0,3,"EPIB - Epidemiology, Book",Mandatory,L024 - Epidemiology - Statistics,LIB-L-L024-EPIB
nom_809,0,3,"EPID - EPI, CD Rom",Mandatory,L044 - Data Processing,LIB-L-L044-EPID
nom_810,0,3,EPIN - Epinephrine,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-EPIN
nom_811,0,3,ERAS - Eraser / correction fluid,Mandatory,ASTA - Stationery,LOG-A-ASTA-ERAS
nom_812,0,3,ERYT - Erythromycin,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-ERYT
nom_813,0,3,ERYT - Erythromycine,Mandatory,DORA - Oral Drugs,MED-D-DORA-ERYT
nom_814,0,3,ETHA - Ethambutol,Mandatory,DORA - Oral Drugs,MED-D-DORA-ETHA
nom_815,0,3,ETHA - Ethylic Alcool,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-ETHA
nom_816,0,3,ETHB - ETHAMBUTOL,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-ETHB
nom_817,0,3,ETHL - Ethinylestradiol / Levonorgestrel,Mandatory,DORA - Oral Drugs,MED-D-DORA-ETHL
nom_818,0,3,ETHN - Ethionamide,Mandatory,DORA - Oral Drugs,MED-D-DORA-ETHN
nom_819,0,3,ETON - Etonogestrel,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-ETON
nom_820,0,3,ETRA - Etravirine,Mandatory,DORA - Oral Drugs,MED-D-DORA-ETRA
nom_821,0,3,EUKI - Eukitt,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-EUKI
nom_822,0,3,"EVAB - Evaluation, Book",Mandatory,L019 - Refugees - Displaced,LIB-L-L019-EVAB
nom_823,0,3,"EVAG - Evaluation, Guide",Mandatory,L019 - Refugees - Displaced,LIB-L-L019-EVAG
nom_824,0,3,"EXCB - EXCEL, Book",Mandatory,L044 - Data Processing,LIB-L-L044-EXCB
nom_825,0,3,EXCG - Excel Guide,Mandatory,L044 - Data Processing,LIB-L-L044-EXCG
nom_826,0,3,"EXMU - Extractor, mucus",Mandatory,"SCTD - Catheters, Tubes And Drains",MED-S-SCTD-EXMU
nom_827,0,3,EXTP - Extractor,Mandatory,PTOO - Tools,LOG-P-PTOO-EXTP
nom_828,0,3,EXTS - Extension tubing + Stopcock,Mandatory,SINS - Injection Supplies,MED-S-SINS-EXTS
nom_829,0,3,EYEC - Cable eye,Mandatory,PHDW - Hardware,LOG-P-PHDW-EYEC
nom_830,0,3,EYEL - Eyelets,Mandatory,CSHE - Shelters,LOG-C-CSHE-EYEL
nom_831,0,3,EYEW - EYE WASH BOTTLE,Mandatory,EMEQ - Medical Equipment,MED-E-EMEQ-EYEW
nom_832,0,3,FACE - Face shield,Mandatory,PSAF - Safety And Protective Equipment,LOG-P-PSAF-FACE
nom_833,0,3,FACS - FACScount,Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-FACS
nom_834,0,3,FACS - FACScount,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-FACS
nom_835,0,3,FAIB - First aid book,Mandatory,L002 - Internal Medicine,LIB-L-L002-FAIB
nom_836,0,3,FAIB - First aid book,Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB-L-L020-FAIB
nom_837,0,3,FALA - Fall arrester,Mandatory,PSAF - Safety And Protective Equipment,LOG-P-PSAF-FALA
nom_838,0,3,FANC - Ceiling fan,Mandatory,PELE - Electricity,LOG-P-PELE-FANC
nom_839,0,3,FANS - Standing fan,Mandatory,PELE - Electricity,LOG-P-PELE-FANS
nom_840,0,3,FAPB - Family planning book,Mandatory,L009 - Gynaecology - Obstetrics,LIB-L-L009-FAPB
nom_841,0,3,FAPL - Family planning,Mandatory,ETMA - Training Mannequins,MED-E-ETMA-FAPL
nom_842,0,3,"FDEN - Freight, delivery note",Mandatory,ALST - Logistic Stationery,LOG-A-ALST-FDEN
nom_843,0,3,FENT - Fentanyl,Mandatory,DINJ - Injectable Drugs,MED-D-DINJ-FENT
nom_844,0,3,FERF - Ferrous Sulfate / Folic Acid,Mandatory,DORA - Oral Drugs,MED-D-DORA-FERF
nom_845,0,3,FERS - Ferrous Sulfate,Mandatory,DORA - Oral Drugs,MED-D-DORA-FERS
nom_846,0,3,"FFGC - Freight, free gift certificate",Mandatory,ALST - Logistic Stationery,LOG-A-ALST-FFGC
nom_847,0,3,"FHCC - Forceps, haemostatic, Coller-Crile",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-FHCC
nom_848,0,3,FHDD - Foetal Heart Detector,Mandatory,EHOE - Hospital Equipment,MED-E-EHOE-FHDD
nom_849,0,3,"FHHA - Forceps, haemostatic, Halsted",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-FHHA
nom_850,0,3,"FHRO - Forceps, haemostatic, R-Ochsner",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-FHRO
nom_851,0,3,"FHRP - Forceps, haemostatic, R-Pean",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-FHRP
nom_852,0,3,FIES - Field stain,Mandatory,SLAS - Laboratory Reagents,MED-S-SLAS-FIES
nom_853,0,3,FILA - Air filter,Mandatory,PX-- - Spare parts,LOG-P-PX---FILA
nom_854,0,3,"FILB - Filarial infections, Book",Mandatory,L013 - Laboratory,LIB-L-L013-FILB
nom_855,0,3,"FILB - Filariosis, Book",Mandatory,L006 - Parasitic Infectious Diseases,LIB-L-L006-FILB
nom_856,0,3,"FILB - File, bone",Mandatory,ESUR - Surgical Instruments,MED-E-ESUR-FILB
nom_857,0,3,FILE - File,Mandatory,PTOO - Tools,LOG-P-PTOO-FILE
nom_858,0,3,FILE - File,Mandatory,SMSU - Small Medical Supplies,MED-S-SMSU-FILE
nom_859,0,3,FILF - Fuel filter,Mandatory,PX-- - Spare parts,LOG-P-PX---FILF
nom_860,0,3,FILM - Film,Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-FILM
nom_861,0,3,FILM - Film,Mandatory,PPAC - Packing And Handling,LOG-P-PPAC-FILM
nom_862,0,3,"FILM - FILM, x-ray",Mandatory,SDIM - Diagnostic imaging supplies,MED-S-SDIM-FILM
nom_863,0,3,FILS - Filter for syringe,Mandatory,ELAE - Laboratory Equipment,MED-E-ELAE-FILS
nom_864,0,3,FILS - Filter straw,Mandatory,SINS - Injection Supplies,MED-S-SINS-FILS
nom_865,0,3,FILT - Filter for HONDA engine,Mandatory,PXHO - Spare Parts Honda,LOG-P-PXHO-FILT
nom_866,0,3,FILT - Filter for LISTER engine,Mandatory,PXLI - Spare Parts Lister,LOG-P-PXLI-FILT
nom_867,0,3,FILT - Filter for LOMBARDINI engine,Mandatory,PXLO - Spare Parts Lombardini,LOG-P-PXLO-FILT
nom_868,0,3,FILT - Filter for PEUGEOT,Mandatory,TXPE - Spare Parts Peugeot,LOG-T-TXPE-FILT
nom_869,0,3,FILT - Filter for ROBIN engine,Mandatory,PXRO - Spare Parts Robin,LOG-P-PXRO-FILT
nom_870,0,3,FILT - Filter for TOYOTA,Mandatory,TXTO - Spare Parts Toyota,LOG-T-TXTO-FILT
nom_871,0,3,FILT - Filter for YANMAR engine,Mandatory,PXYN - Spare Parts Yanmar,LOG-P-PXYN-FILT
nom_872,0,3,FILT - Spare parts for filter HAYWARD,Mandatory,CXHA - Spare Parts Hayward,LOG-C-CXHA-FILT
nom_873,0,3,FILT - Water filter,Mandatory,CWAT - Water And Sanitation,LOG-C-CWAT-FILT
nom_874,0,3,"FINB - Finances, Book",Mandatory,L025 - Health Services Management,LIB-L-L025-FINB
nom_875,0,3,"FIND - CD Rom, Financial management",Mandatory,L050 - Administration - Finances,LIB-L-L050-FIND
nom_876,0,3,"FING - Finances, Guide",Mandatory,L050 - Administration - Finances,LIB-L-L050-FING
nom_877,0,3,FIRB - Fire blanket,Mandatory,PSAF - Safety And Protective Equipment,LOG-P-PSAF-FIRB
nom_878,0,3,FIRE - Fire extinguisher,Mandatory,PSAF - Safety And Protective Equipment,LOG-P-PSAF-FIRE
nom_879,0,3,FIRO - Firewall / router,Mandatory,ADAP - Data Processing,LOG-A-ADAP-FIRO
nom_880,0,3,FISH - Fish,Mandatory,AFOO - Food For Msf Staff,LOG-A-AFOO-FISH
nom_881,0,3,FIXA - Antenna fixing device,Mandatory,TVEM - Vehicles Modifications,LOG-T-TVEM-FIXA
nom_882,0,3,FIXA - Fixer x-ray,Mandatory,SDIM - Diagnostic imaging supplies,MED-S-SDIM-FIXA
nom_883,0,3,FIXS - Fixing device,Mandatory,TVEM - Vehicles Modifications,LOG-T-TVEM-FIXS
